"","pop","country.etc","name","lat","long","capital","Region","largestC"
"36235",16029,"india","guruharsahai",30.716667,74.416667,NA,"23",0
"36233",16027,"belgium","fleron",50.62,5.69,"0",NA,0
"36232",16026,"russianfederation","shilovo",54.32,40.88,"0",NA,0
"36231",16025,"pakistan","harnoli",32.28,71.55,"0",NA,0
"36229",16023,"spain","corveradeasturias",43.27,-3.95,"0",NA,0
"36230",16023,"unitedstates","northbayshore",40.7361111,-73.2630556,NA,"NY",0
"36227",16022,"spain","lazubia",37.12,-3.59,"0",NA,0
"36228",16022,"sweden","lerum",57.77,12.28,"0",NA,0
"36226",16021,"thailand","wangnoi",14.22,100.73,"0",NA,0
"36224",16020,"russianfederation","nikolajevsk",50.02,45.43,"0",NA,0
"36225",16020,"unitedkingdom","buckhaven",56.19,-3.04,"0",NA,0
"36223",16019,"senegal","matam",15.67,-13.25,"0",NA,0
"36222",16018,"peru","sanclemente",-13.67,-76.15,"0",NA,0
"36220",16017,"hungary","god",47.7,19.13,"0",NA,0
"36221",16017,"pakistan","hunza",36.3,74.64,"0",NA,0
"36219",16016,"russianfederation","golitsyno",55.61,36.98,"0",NA,0
"36217",16015,"netherlands","harenkarspel",52.77,4.75,"0",NA,0
"36218",16015,"philippines","longos",14.33,121.52,"0",NA,0
"36215",16014,"guatemala","asuncionmita",14.33,-89.72,"0",NA,0
"36216",16014,"spain","l'eliana",39.57,-0.54,"0",NA,0
"36214",16012,"germany","freilassing",47.84,12.99,"0",NA,0
"36212",16011,"italy","galatone",40.16,18.06,"0",NA,0
"36213",16011,"nigeria","sabon",10.66,6.55,"0",NA,0
"36209",16009,"belgium","duffel",51.1,4.52,"0",NA,0
"36210",16009,"burkinafaso","titao",13.26,-2.05,"0",NA,0
"36211",16009,"spain","albolote",37.24,-3.65,"0",NA,0
"36208",16008,"czechrepublic","dvurkralovenadlabem",50.43,15.81,"0",NA,0
"36206",16007,"russianfederation","sukhinichi",54.1,35.34,"0",NA,0
"36207",16007,"uruguay","dolores",-33.55,-58.21,"0",NA,0
"36205",16005,"thailand","wangsaphung",17.3,101.77,"0",NA,0
"36204",16004,"westbankandgaza","tubas",32.33,35.36,"0",NA,0
"36200",16002,"brazil","buerarema",-14.95,-39.316667,NA,"5",0
"36201",16002,"germany","grefrath",51.3,6.31,"0",NA,0
"36202",16002,"germany","witzenhausen",51.34,9.86,"0",NA,0
"36203",16002,"india","nayagarh",20.133333,85.1,NA,"21",0
"36199",16001,"saudiarabia","al-'umran",25.42,49.72,"0",NA,0
"36198",15995,"madagascar","ikalamavony",-21.15,46.58,"0",NA,0
"36197",15994,"germany","ginsheim-gustavsburg",49.97,8.35,"0",NA,0
"36196",15993,"russianfederation","kodinsk",58.69,99.18,"0",NA,0
"36195",15990,"spain","pollenca",39.88,3,"0",NA,0
"36194",15989,"italy","taurianova",38.36,16.01,"0",NA,0
"36192",15988,"russianfederation","tsotsin-yurt",43.24,46,"0",NA,0
"36193",15988,"unitedstates","adelphi",39.0030556,-76.9722222,NA,"MD",0
"36191",15987,"pakistan","saraisidhu",30.6,71.97,"0",NA,0
"36190",15985,"france","chateau-thierry",49.05,3.4,"0",NA,0
"36189",15983,"unitedstates","universalcity",29.5477778,-98.2908333,NA,"TX",0
"36188",15982,"belgium","puurs",51.08,4.28,"0",NA,0
"36187",15978,"india","virarajendrapet",12.2,75.8,NA,"19",0
"36186",15974,"germany","beckingen",49.4,6.7,"0",NA,0
"36185",15973,"ireland","leixlip",53.37,-6.49,"0",NA,0
"36183",15972,"unitedstates","canoncity",38.4,-105.2166667,NA,"CO",0
"36184",15972,"unitedstates","redwing",44.5625,-92.5336111,NA,"MN",0
"36181",15971,"brazil","ipaba",-19.383333,-42.416667,NA,"15",0
"36182",15971,"greece","oraiokastron",40.73,22.92,"0",NA,0
"36179",15964,"israel","reine",32.72,35.3,"0",NA,0
"36180",15964,"sweden","eslov",55.84,13.3,"0",NA,0
"36178",15962,"costarica","esparta",9.99,-84.67,"0",NA,0
"36177",15961,"france","boissy-saint-leger",48.75,2.51,"0",NA,0
"36173",15960,"france","gueret",46.17,1.87,"0",NA,0
"36174",15960,"india","bhikhi",30.066667,75.533333,NA,"23",0
"36175",15960,"italy","laives",46.44,11.33,"0",NA,0
"36176",15960,"poland","garwolin",51.91,21.62,"0",NA,0
"36171",15959,"brazil","buri",-23.8,-48.583333,NA,"27",0
"36172",15959,"ukraine","pyryatyn",50.25,32.52,"0",NA,0
"36169",15957,"poland","ledziny",50.13,19.06,"0",NA,0
"36170",15957,"unitedstates","patterson",37.4716667,-121.1286111,NA,"CA",0
"36167",15956,"hungary","puspokladany",47.32,21.13,"0",NA,0
"36168",15956,"unitedstates","westbrook",43.6769444,-70.3716667,NA,"ME",0
"36164",15955,"india","indri",29.88,77.071111,NA,"10",0
"36165",15955,"india","thakurganj",26.45,88.133333,NA,"34",0
"36166",15955,"nigeria","marte",12.37,13.83,"0",NA,0
"36162",15954,"andorra","lesescaldes",42.5,1.53,"0",NA,0
"36163",15954,"germany","hovelhof",51.82,8.64,"0",NA,0
"36161",15953,"unitedkingdom","keynsham",51.41,-2.51,"0",NA,0
"36160",15947,"ireland","athlone",53.42,-7.95,"0",NA,0
"36158",15946,"slovenia","trbovlje",46.15,15.03,"0",NA,0
"36159",15946,"ukraine","krasnohorivka",48.02,37.51,"0",NA,0
"36156",15945,"croatia","solin",43.54,16.49,"0",NA,0
"36157",15945,"unitedstates","lynnhaven",30.2452778,-85.6483333,NA,"FL",0
"36155",15944,"qatar","ad-dahirah",25.91,51.58,"0",NA,0
"36154",15943,"mexico","tochapan",18.9,-97.62,"0",NA,0
"36152",15942,"france","gien",47.69,2.63,"0",NA,0
"36153",15942,"unitedstates","highlandsprings",37.5458333,-77.3280556,NA,"VA",0
"36151",15941,"russianfederation","arzgir",45.37,44.22,"0",NA,0
"36149",15939,"brazil","valparaiso",-21.216667,-50.85,NA,"27",0
"36150",15939,"mexico","teolocholco",19.25,-98.18,"0",NA,0
"36148",15938,"brazil","itaobim",-16.566667,-41.833333,NA,"15",0
"36147",15937,"switzerland","adliswil",47.32,8.51,"0",NA,0
"36145",15936,"india","udalguri",26.766667,92.133333,NA,"3",0
"36146",15936,"unitedkingdom","greatpreston-kippax",53.77,-1.37,"0",NA,0
"36144",15934,"france","saint-egreve",45.23,5.68,"0",NA,0
"36143",15933,"russianfederation","selenginsk",52.01,106.8,"0",NA,0
"36142",15930,"mongolia","baruun-urt",46.68,113.28,"0",NA,0
"36141",15926,"unitedstates","defiance",41.2844444,-84.3558333,NA,"OH",0
"36140",15925,"unitedstates","fountain",38.6822222,-104.7002778,NA,"CO",0
"36138",15924,"guatemala","livingston",15.83,-88.75,"0",NA,0
"36139",15924,"unitedstates","onalaska",43.8844444,-91.235,NA,"WI",0
"36137",15922,"spain","aljaraque",37.27,-7.02,"0",NA,0
"36134",15919,"kazakhstan","merke",42.87,73.18,"0",NA,0
"36135",15919,"nigeria","ibeto",10.48,5.15,"0",NA,0
"36136",15919,"puertorico","aguadilla",18.45,-67.13,"0",NA,0
"36132",15916,"nigeria","anchau",10.96,8.39,"0",NA,0
"36133",15916,"unitedkingdom","hoylandnether",53.5,-1.45,"0",NA,0
"36131",15915,"nicaragua","somotillo",13.04,-86.91,"0",NA,0
"36130",15910,"greece","menemeni",40.66,22.9,"0",NA,0
"36129",15909,"india","rura",26.483333,79.9,NA,"36",0
"36128",15907,"tanzania","usagara",-2.68,33,"0",NA,0
"36125",15906,"romania","vatradornei",47.36,25.36,"0",NA,0
"36126",15906,"unitedstates","wahiawa",21.5027778,-158.0236111,NA,"HI",0
"36127",15906,"unitedstates","waterville",44.5519444,-69.6322222,NA,"ME",0
"36124",15905,"tunisia","manzil'abd-ar-rahman",37.24,9.87,"0",NA,0
"36123",15903,"unitedstates","trussville",33.6197222,-86.6088889,NA,"AL",0
"36122",15902,"unitedstates","tifton",31.4502778,-83.5086111,NA,"GA",0
"36121",15901,"iranislamicrep","dir",27.83,51.85,"0",NA,0
"36120",15899,"guatemala","santamariadejesus",14.5,-90.72,"0",NA,0
"36117",15898,"brazil","satuba",-9.566667,-35.816667,NA,"2",0
"36118",15898,"turkey","caglayancerit",37.75,37.29,"0",NA,0
"36119",15898,"unitedstates","sarasotasprings",27.3086111,-82.4797222,NA,"FL",0
"36116",15896,"france","gentilly",48.82,2.33,"0",NA,0
"36114",15895,"brazil","pombos",-8.15,-35.4,NA,"30",0
"36115",15895,"unitedstates","langleypark",38.9886111,-76.9816667,NA,"MD",0
"36113",15894,"libya","suluq",31.67,20.25,"0",NA,0
"36112",15892,"unitedstates","depew",42.9038889,-78.6925,NA,"NY",0
"36111",15890,"iranislamicrep","faridan",32.95,50.37,"0",NA,0
"36109",15889,"canada","camrose",53.02,-112.84,"0",NA,0
"36110",15889,"russianfederation","pestovo",58.6,35.8,"0",NA,0
"36107",15887,"germany","ebersbach",48.73,9.53,"0",NA,0
"36108",15887,"spain","cartaya",37.29,-7.15,"0",NA,0
"36106",15886,"india","vadamadurai",10.466667,78.083333,NA,"25",0
"36103",15885,"croatia","cakovec",46.39,16.42,"0",NA,0
"36104",15885,"netherlands","westervoort",51.97,5.96,"0",NA,0
"36105",15885,"switzerland","grenchen",47.2,7.39,"0",NA,0
"36102",15884,"israel","betshe'an",32.51,35.51,"0",NA,0
"36101",15882,"philippines","sanjuan",13.83,121.4,"0",NA,0
"36099",15881,"brazil","valencadopiaui",-6.4,-41.75,NA,"20",0
"36100",15881,"france","villers-les-nancy",48.67,6.14,"0",NA,0
"36097",15879,"mexico","huilango",19.69,-99.25,"0",NA,0
"36098",15879,"unitedstates","donna",26.17,-98.0516667,NA,"TX",0
"36095",15878,"ecuador","montalvo",-1.8,-79.34,"0",NA,0
"36096",15878,"portugal","albufeira",37.09,-8.26,"0",NA,0
"36093",15877,"france","crepy-en-valois",49.24,2.89,"0",NA,0
"36094",15877,"poland","olecko",54.04,22.51,"0",NA,0
"36092",15876,"mexico","sanfelipe",31.02,-114.85,"0",NA,0
"36091",15875,"germany","bruckmuhl",47.89,11.92,"0",NA,0
"36089",15873,"colombia","belendeumbria",5.2,-75.87,"0",NA,0
"36090",15873,"malaysia","ayermolek",2.2,102.32,"0",NA,0
"36088",15872,"india","kannod",22.666667,76.733333,NA,"35",0
"36086",15868,"kenya","kapenguria",1.26,35.08,"0",NA,0
"36087",15868,"ukraine","zmiyiv",49.7,36.38,"0",NA,0
"36085",15866,"germany","uslar",51.67,9.65,"0",NA,0
"36083",15865,"germany","marbach",48.94,9.26,"0",NA,0
"36084",15865,"netherlands","staphorst",52.65,6.2,"0",NA,0
"36082",15864,"india","ajra",16.116667,74.2,NA,"16",0
"36081",15863,"ghana","foso",5.7,-1.29,"0",NA,0
"36080",15860,"belgium","pont-a-celles",50.5,4.35,"0",NA,0
"36078",15858,"india","pipraich",26.826389,83.53,NA,"36",0
"36079",15858,"unitedkingdom","porthcawl",51.48,-3.71,"0",NA,0
"36077",15857,"mexico","altotonga",19.77,-97.23,"0",NA,0
"36076",15853,"russianfederation","pokrov",55.91,39.18,"0",NA,0
"36075",15852,"france","wittenheim",47.82,7.32,"0",NA,0
"36074",15851,"france","lesherbiers",46.88,-1.02,"0",NA,0
"36073",15849,"ukraine","chasivyar",48.58,37.85,"0",NA,0
"36071",15848,"italy","sangiorgioionico",40.45,17.38,"0",NA,0
"36072",15848,"netherlands","brielle",51.91,4.16,"0",NA,0
"36070",15847,"germany","wentorf",53.68,10.47,"0",NA,0
"36069",15846,"sweden","nassjo",57.66,14.7,"0",NA,0
"36067",15844,"denmark","nyborg",55.32,10.8,"0",NA,0
"36068",15844,"russianfederation","zherdevka",51.85,41.46,"0",NA,0
"36066",15842,"italy","zagarolo",41.84,12.83,"0",NA,0
"36064",15841,"brazil","coronelvivida",-25.966667,-52.566667,NA,"18",0
"36065",15841,"israel","'ar'ara",32.49,35.1,"0",NA,0
"36062",15840,"germany","preetz",54.24,10.28,"0",NA,0
"36063",15840,"india","sunel",24.333333,76,NA,"24",0
"36061",15839,"india","sisauli",29.416667,77.466667,NA,"36",0
"36059",15838,"brazil","conceicaodafeira",-12.5,-39,NA,"5",0
"36060",15838,"india","unhel",23.333333,75.566667,NA,"35",0
"36058",15835,"koreademrep","sinanju",39.59,125.6,"0",NA,0
"36057",15834,"italy","calenzano",43.87,11.17,"0",NA,0
"36055",15832,"india","mihona",26.284444,78.981667,NA,"35",0
"36056",15832,"unitedstates","avocadoheights",34.0361111,-117.9902778,NA,"CA",0
"36053",15831,"india","uchana",29.466667,76.166667,NA,"10",0
"36054",15831,"unitedstates","batavia",42.9980556,-78.1877778,NA,"NY",0
"36051",15829,"canada","collingwood",44.49,-80.21,"0",NA,0
"36052",15829,"thailand","namphong",16.62,102.83,"0",NA,0
"36050",15828,"italy","agliana",43.9,11,"0",NA,0
"36049",15827,"spain","barbastro",42.04,0.12,"0",NA,0
"36048",15826,"nigeria","bukuru",9.79,8.86,"0",NA,0
"36045",15825,"japan","ichinohe",40.206944,141.301667,NA,"16",0
"36046",15825,"mexico","sanantoniodelacal",17.03,-96.7,"0",NA,0
"36047",15825,"unitedstates","ukiah",39.1502778,-123.2066667,NA,"CA",0
"36044",15824,"italy","palagiano",40.59,17.03,"0",NA,0
"36043",15823,"uzbekistan","galaosiyo",39.85,64.44,"0",NA,0
"36041",15822,"azerbaijan","ucar",40.52,47.64,"0",NA,0
"36042",15822,"unitedstates","elko",40.8325,-115.7622222,NA,"NV",0
"36039",15821,"belgium","riemst",50.8,5.6,"0",NA,0
"36040",15821,"malaysia","kualalipis",4.18,102.05,"0",NA,0
"36037",15820,"germany","rehlingen-siersburg",49.38,6.68,"0",NA,0
"36038",15820,"india","kamakhyanagar",20.933333,85.55,NA,"21",0
"36036",15818,"france","carrieres-sous-poissy",48.95,2.03,"0",NA,0
"36033",15815,"czechrepublic","varnsdorf",50.92,14.61,"0",NA,0
"36034",15815,"italy","carovigno",40.71,17.64,"0",NA,0
"36035",15815,"poland","przeworsk",50.07,22.5,"0",NA,0
"36032",15814,"mexico","banderilla",19.58,-96.93,"0",NA,0
"36031",15812,"germany","weener",53.16,7.35,"0",NA,0
"36029",15810,"romania","brad",46.13,22.79,"0",NA,0
"36030",15810,"unitedkingdom","garforth",53.78,-1.38,"0",NA,0
"36028",15809,"france","haubourdin",50.61,2.98,"0",NA,0
"36027",15808,"unitedkingdom","saintandrews",56.34,-2.8,"0",NA,0
"36025",15805,"france","yutz",49.35,6.2,"0",NA,0
"36026",15805,"unitedkingdom","swanscombe",51.43,0.32,"0",NA,0
"36024",15804,"italy","campagna",40.67,15.11,"0",NA,0
"36021",15803,"india","abhayapuri",26.333333,90.666667,NA,"3",0
"36022",15803,"india","arkalgud",12.765,76.056944,NA,"19",0
"36023",15803,"peru","pimentel",-6.83,-79.93,"0",NA,0
"36018",15802,"india","munak",29.516667,76.85,NA,"10",0
"36019",15802,"russianfederation","divnoye",45.91,43.35,"0",NA,0
"36020",15802,"unitedstates","ashland",42.2611111,-71.4638889,NA,"MA",0
"36017",15800,"italy","trentola-ducenta",40.97,14.17,"0",NA,0
"36015",15799,"haiti","desarmes",19,-72.38,"0",NA,0
"36016",15799,"unitedkingdom","biggleswade",52.08,-0.27,"0",NA,0
"36014",15798,"france","berck",50.41,1.57,"0",NA,0
"36013",15797,"germany","odenthal",51.04,7.11,"0",NA,0
"36012",15796,"france","lourdes",43.1,-0.05,"0",NA,0
"36011",15795,"philippines","abuyog",10.75,125.01,"0",NA,0
"36009",15790,"brazil","ladario",-19.016667,-57.583333,NA,"11",0
"36010",15790,"spain","cardedeu",41.64,2.37,"0",NA,0
"36007",15789,"india","jagalur",14.533333,76.35,NA,"19",0
"36008",15789,"unitedkingdom","uckfield",50.97,0.1,"0",NA,0
"36006",15788,"india","jodiya",22.716667,70.283333,NA,"9",0
"36005",15787,"unitedstates","streetsboro",41.2391667,-81.3461111,NA,"OH",0
"36004",15785,"albania","burrel",41.63,20.02,"0",NA,0
"36003",15783,"unitedkingdom","baildon",53.85,-1.77,"0",NA,0
"36001",15780,"india","dumra",26.566667,85.516667,NA,"34",0
"36002",15780,"mexico","tulantepec",20.05,-98.38,"0",NA,0
"36000",15779,"philippines","romblon",12.58,122.27,"0",NA,0
"35998",15778,"austria","schwechat",48.14,16.5,"0",NA,0
"35999",15778,"germany","blankenburg",51.8,10.95,"0",NA,0
"35997",15777,"france","port-de-bouc",43.42,4.97,"0",NA,0
"35996",15776,"unitedkingdom","conisbrough",53.48,-1.23,"0",NA,0
"35995",15775,"brazil","vitoriadomearim",-3.466667,-44.883333,NA,"13",0
"35994",15774,"tanzania","mlalo",-4.93,38.93,"0",NA,0
"35992",15772,"finland","janakkala",60.9,24.59,"0",NA,0
"35993",15772,"unitedstates","minthill",35.1794444,-80.6475,NA,"NC",0
"35988",15771,"italy","umbertide",43.31,12.31,"0",NA,0
"35989",15771,"panama","chepo",9.17,-79.1,"0",NA,0
"35990",15771,"switzerland","vevey",46.47,6.82,"0",NA,0
"35991",15771,"unitedstates","truckee",39.3280556,-120.1822222,NA,"CA",0
"35987",15770,"uruguay","pasodecarrasco",-34.85,-56,"0",NA,0
"35986",15769,"algeria","filfila",36.9,6.82,"0",NA,0
"35985",15766,"germany","badessen",52.32,8.32,"0",NA,0
"35983",15765,"philippines","talacogon",8.46,125.78,"0",NA,0
"35984",15765,"unitedstates","northdecatur",33.7902778,-84.3061111,NA,"GA",0
"35982",15763,"ukraine","vil'nyans'k",47.94,35.43,"0",NA,0
"35981",15761,"unitedstates","cahokia",38.5708333,-90.19,NA,"IL",0
"35979",15759,"italy","silvi",42.57,14.08,"0",NA,0
"35980",15759,"russianfederation","melenki",55.34,41.63,"0",NA,0
"35978",15758,"india","pennagaram",12.133333,77.9,NA,"25",0
"35977",15757,"papuanewguinea","wau",-7.32,146.72,"0",NA,0
"35976",15756,"guatemala","sansebastian",14.57,-91.65,"0",NA,0
"35974",15755,"philippines","buru-un",8.19,124.18,"0",NA,0
"35975",15755,"tanzania","mabama",-5.13,32.53,"0",NA,0
"35973",15753,"france","mayenne",48.31,-0.62,"0",NA,0
"35971",15752,"chad","massakory",12.99,15.74,"0",NA,0
"35972",15752,"france","cugnaux",43.54,1.35,"0",NA,0
"35970",15751,"namibia","luderitz",-26.64,15.15,"0",NA,0
"35968",15749,"dominicanrepublic","monteplata",18.81,-69.79,"0",NA,0
"35969",15749,"thailand","bangmunnak",16.03,100.38,"0",NA,0
"35967",15748,"canada","yellowknife",62.46,-114.36,"0",NA,0
"35966",15747,"russianfederation","svetogorsk",61.12,28.85,"0",NA,0
"35965",15746,"ethiopia","shambu",9.57,37.1,"0",NA,0
"35964",15744,"poland","ustron",49.72,18.8,"0",NA,0
"35963",15742,"brazil","paraguacu",-21.55,-45.733333,NA,"15",0
"35962",15741,"spain","gernika-lumo",43.33,-2.69,"0",NA,0
"35961",15740,"afghanistan","qarqin",37.41,66.02,"0",NA,0
"35959",15738,"mexico","santiagotuxtla",18.47,-95.3,"0",NA,0
"35960",15738,"russianfederation","bodaybo",57.85,114.19,"0",NA,0
"35958",15737,"india","budhgaon",16.9,74.6,NA,"16",0
"35956",15736,"france","lognes",48.84,2.61,"0",NA,0
"35957",15736,"india","khairagarh",21.416667,80.966667,NA,"37",0
"35955",15735,"india","kankavli",16.266667,73.7,NA,"16",0
"35954",15734,"canada","okotoks",50.72,-113.96,"0",NA,0
"35952",15732,"afghanistan","balamorgab",35.56,63.33,"0",NA,0
"35953",15732,"france","canteleu",49.45,1.03,"0",NA,0
"35951",15730,"unitedkingdom","hale",51.22,-0.78,"0",NA,0
"35950",15728,"russianfederation","persianovskiy",47.53,39.42,"0",NA,0
"35949",15726,"brazil","wenceslaubraz",-23.85,-49.8,NA,"18",0
"35948",15724,"unitedstates","avon",41.4516667,-82.0355556,NA,"OH",0
"35947",15719,"thailand","prakhonchai",14.62,103.08,"0",NA,0
"35945",15718,"france","saint-maximin-la-sainte-baume",43.47,5.85,"0",NA,0
"35946",15718,"unitedstates","bartow",27.8961111,-81.8433333,NA,"FL",0
"35943",15717,"papuanewguinea","daru",-9.07,143.21,"0",NA,0
"35944",15717,"unitedstates","lagrange",41.805,-87.8691667,NA,"IL",0
"35940",15716,"brazil","novagranada",-20.483333,-49.316667,NA,"27",0
"35941",15716,"ethiopia","abomsa",9.99,39.98,"0",NA,0
"35942",15716,"india","khatima",28.916667,79.966667,NA,"39",0
"35939",15714,"costarica","nicoya",10.14,-85.46,"0",NA,0
"35937",15710,"nigeria","adoodo",6.58,2.94,"0",NA,0
"35938",15710,"nigeria","garkida",10.41,12.6,"0",NA,0
"35935",15709,"chile","loncoche",-39.37,-72.63,"0",NA,0
"35936",15709,"jordan","na'ur",31.88,35.83,"0",NA,0
"35934",15706,"philippines","liliw",14.13,121.44,"0",NA,0
"35933",15705,"cameroon","bare",11.8,15.07,"0",NA,0
"35930",15702,"macedoniafyr","kamenjane",41.96,20.94,"0",NA,0
"35931",15702,"unitedstates","floralpark",40.7236111,-73.7052778,NA,"NY",0
"35932",15702,"unitedstates","wilmingtonisland",32.0033333,-80.9738889,NA,"GA",0
"35929",15700,"brazil","diamantino",-14.416667,-56.45,NA,"14",0
"35928",15699,"unitedstates","longmeadow",42.05,-72.5833333,NA,"MA",0
"35927",15698,"italy","gualdotadino",43.24,12.78,"0",NA,0
"35926",15696,"brazil","itatinga",-23.116667,-48.6,NA,"27",0
"35925",15695,"unitedstates","lavista",41.1838889,-96.0308333,NA,"NE",0
"35924",15694,"germany","riegelsberg",49.3,6.93,"0",NA,0
"35922",15693,"germany","wendlingen",48.67,9.37,"0",NA,0
"35923",15693,"ukraine","dunayivtsi",48.9,26.83,"0",NA,0
"35920",15692,"india","boisar",19.8,72.75,NA,"16",0
"35921",15692,"pakistan","choasaidanshah",32.72,72.98,"0",NA,0
"35919",15691,"elsalvador","sonzacate",13.74,-89.72,"0",NA,0
"35918",15690,"france","outreau",50.71,1.58,"0",NA,0
"35914",15689,"germany","olsberg",51.36,8.49,"0",NA,0
"35915",15689,"france","riviere-salee",14.75,-60.99,"0",NA,0
"35916",15689,"poland","choszczno",53.18,15.4,"0",NA,0
"35917",15689,"tanzania","makuyuni",-4.73,38.1,"0",NA,0
"35913",15688,"italy","martinsicuro",42.89,13.91,"0",NA,0
"35912",15687,"costarica","sanrafaelarriba",9.89,-84.09,"0",NA,0
"35910",15686,"france","chenove",47.29,5,"0",NA,0
"35911",15686,"germany","niederkruchten",51.21,6.21,"0",NA,0
"35909",15685,"brazil","anicuns",-16.466667,-49.966667,NA,"29",0
"35908",15684,"ukraine","apostolove",47.67,33.73,"0",NA,0
"35906",15683,"croatia","virovitica",45.84,17.39,"0",NA,0
"35907",15683,"germany","simmerath",50.61,6.3,"0",NA,0
"35905",15682,"canada","leduc",53.26,-113.56,"0",NA,0
"35903",15681,"romania","gurahumorului",47.56,25.9,"0",NA,0
"35904",15681,"unitedstates","middleburgheights",41.3613889,-81.8130556,NA,"OH",0
"35902",15680,"italy","bovisio-masciago",45.62,9.13,"0",NA,0
"35901",15679,"portugal","peniche",39.36,-9.37,"0",NA,0
"35900",15678,"brazil","uniao",-4.583333,-42.866667,NA,"20",0
"35899",15677,"peru","marcona",-15.2,-75.07,"0",NA,0
"35897",15674,"canada","pembroke",45.83,-77.12,"0",NA,0
"35898",15674,"guatemala","malacatan",14.9,-92.05,"0",NA,0
"35895",15673,"comoros","fomboni",-12.28,43.73,"0",NA,0
"35896",15673,"greece","sparti",37.07,22.43,"0",NA,0
"35892",15671,"india","bagar",28.1874,75.5005,NA,"24",0
"35893",15671,"poland","lomianki",52.35,20.89,"0",NA,0
"35894",15671,"spain","zafra",38.42,-6.41,"0",NA,0
"35889",15669,"brazil","saubara",-12.75,-38.75,NA,"5",0
"35890",15669,"czechrepublic","klasterecnadohri",50.38,13.15,"0",NA,0
"35891",15669,"germany","kelheim",48.93,11.86,"0",NA,0
"35887",15666,"afghanistan","sang-ecarak",35.85,66.44,"0",NA,0
"35888",15666,"india","srivaikuntam",8.616667,77.933333,NA,"25",0
"35883",15665,"canada","magog",45.26,-72.14,"0",NA,0
"35884",15665,"india","manthani",18.65,79.666667,NA,"2",0
"35885",15665,"peru","satipo",-11.26,-74.69,"0",NA,0
"35886",15665,"unitedkingdom","teignmouth",50.56,-3.51,"0",NA,0
"35882",15662,"russianfederation","petushki",55.93,39.47,"0",NA,0
"35881",15660,"thailand","thapkhlo",16.17,100.57,"0",NA,0
"35880",15657,"italy","brusciano",40.82,14.42,"0",NA,0
"35878",15656,"ecuador","zamora",-4.07,-78.97,"0",NA,0
"35879",15656,"germany","konigstein",50.18,8.46,"0",NA,0
"35876",15655,"czechrepublic","bilina",50.55,13.76,"0",NA,0
"35877",15655,"unitedstates","sevierville",35.8680556,-83.5619444,NA,"TN",0
"35874",15654,"philippines","bunawan",8.17,125.99,"0",NA,0
"35875",15654,"unitedstates","fortthomas",39.075,-84.4472222,NA,"KY",0
"35872",15652,"bulgaria","rakovski",42.29,24.97,"0",NA,0
"35873",15652,"unitedstates","hawaiiangardens",33.8313889,-118.0719444,NA,"CA",0
"35871",15651,"spain","montijo",38.92,-6.62,"0",NA,0
"35870",15650,"spain","monzon",41.92,0.18,"0",NA,0
"35869",15648,"guatemala","sanmiguelchicaj",15.1,-90.4,"0",NA,0
"35868",15647,"spain","candelaria",28.3548,-16.372684,NA,"53",0
"35867",15644,"bolivia","caranavi",-15.76,-67.62,"0",NA,0
"35866",15643,"unitedstates","elreno",35.5322222,-97.9547222,NA,"OK",0
"35865",15642,"colombia","sanvicentedelcaguan",2.07,-74.64,"0",NA,0
"35864",15641,"afghanistan","jabal-os-saraj",35.13,69.24,"0",NA,0
"35863",15639,"germany","eberbach",49.48,8.99,"0",NA,0
"35862",15638,"newzealand","cambridge",-37.88,175.44,"0",NA,0
"35859",15637,"russianfederation","gornyak",50.99,81.47,"0",NA,0
"35860",15637,"unitedstates","oceancity",39.2775,-74.575,NA,"NJ",0
"35861",15637,"unitedstates","stephenville",32.2205556,-98.2019444,NA,"TX",0
"35858",15636,"germany","badbentheim",52.32,7.16,"0",NA,0
"35857",15635,"ukraine","tal'ne",48.89,30.7,"0",NA,0
"35856",15631,"india","madukkur",10.483333,79.4,NA,"25",0
"35854",15630,"italy","potenzapicena",43.37,13.62,"0",NA,0
"35855",15630,"unitedkingdom","sleaford",53.01,-0.42,"0",NA,0
"35853",15623,"mexico","nochistlan",21.37,-102.85,"0",NA,0
"35852",15620,"india","khutar",28.2,80.283333,NA,"36",0
"35851",15619,"thailand","bangsaphan",11.2,99.52,"0",NA,0
"35849",15618,"slovakrepublic","zlatemoravce",48.39,18.4,"0",NA,0
"35850",15618,"ukraine","artsyz",45.98,29.42,"0",NA,0
"35848",15617,"india","barisadri",24.416667,74.466667,NA,"24",0
"35847",15616,"unitedstates","martinsburg",39.4561111,-77.9641667,NA,"WV",0
"35846",15615,"mexico","sansebastianelgrande",20.52,-103.42,"0",NA,0
"35845",15612,"unitedstates","mustang",35.3841667,-97.7241667,NA,"OK",0
"35843",15611,"georgia","ochamchira",42.72,41.46,"0",NA,0
"35844",15611,"unitedstates","frankfort",41.4958333,-87.8486111,NA,"IL",0
"35842",15609,"germany","schwarzenbach",50.23,11.93,"0",NA,0
"35840",15608,"india","baberu",25.55,80.716667,NA,"36",0
"35841",15608,"mongolia","mandalgovi",45.77,106.26,"0",NA,0
"35838",15607,"spain","launion",37.62,-0.89,"0",NA,0
"35839",15607,"tanzania","mkamba",-11.1,37.7,"0",NA,0
"35837",15606,"kenya","siaya",0.06,34.29,"0",NA,0
"35834",15605,"belize","orangewalk",18.09,-88.56,"0",NA,0
