"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"45","chapadara",35.191917919737,1,70.38,34.94,"nuristan",1127,70.7644236,34.9201755
"107","kofarnikhon",35.4681798690671,1,68.41,37,"qalehyezal",1687,68.0191948,36.9382678
"22","asmera",36.613591391304,1,41.44,11.56,"asayita",1300,41.5438889,11.2452778
"98","kamdesh",37.8049384265929,1,70.92261,35.42064,"parun",797,71.3386437,35.4098732
"10","alishang",39.0569362031618,1,68.93,33.97,"barakibarak",625,68.5427778,34.1116667
"61","donnybrook",40.8189194653323,1,30.29,-29.85,"richmond",597,29.8779044,-29.931563
"183","shakai",41.2143867140417,1,69.57,28.43,"kashmor",575,69.4816667,28.7936111
"140","moreh",41.2486440449869,1,93.983333,24.483333,"kakching",439,94.3013043,24.251281
"213","wageasi",41.9561532010286,1,90.616667,26.166667,"goalpara",1357,90.7865655,25.8204828
"116","lapinuela",42.7340982095936,1,-85.09,12.27,"santodomingo",1450,-84.781954,12.5098602
"113","lagabarra",43.2640116562926,1,-72.74,8.64,"tibu",1238,-72.8973302,8.9985069
"163","putumayo",43.2850789297927,1,-75.25,0.71,"solano",661,-75.5276699,0.4359506
"151","ovambo",46.3174849962106,1,13.82,-18.06,"opuwo",568,14.25,-17.9833333
"186","sibuhuan",54.1930852304348,1,99.27,1.39,"padangsidempuan",1361,99.7423179,1.2707384
"111","kwazulunatal",55.0586326286319,1,31.41,-28.33,"ulundi",600,30.8958242,-28.5305539
"11","alldays",58.3419886873525,1,28.75,-22.27,"mathathane",1621,29.1027149,-22.6824604
"79","guriceel",61.7378254896204,1,46.38666,5.53597,"dhuusamarreeb",752,45.8802073,5.303435
"187","sido",66.7797053636263,1,18.62,7.65,"kabo",846,18.7140639,8.246493
"25","ayucucho",72.1823365516345,1,-73.43,-13.65,"talavera",734,-74.0300122,-13.935963
"8","alhawtah",73.6734323576721,1,45.83488,13.83783,"jawfalmaqbabah",1737,46.15147,14.4277
"100","karez",75.8371021088506,1,66.90833,32.10575,"qalat",1140,67.530601,31.674601
