"","lon","lat","CityGTD","fake"
"1608",47.403611,42.988333,"semender",1
"1609",45.9398131,42.2708621,"shauri",1
"1610",29.5586174,-1.705091,"giciye",1
"1613",21.636111,42.449444,"dobrosin",1
"1616",41.441251,-0.793613,"badhadhe",1
"1617",41.0088944,0.4112971,"dhoobley",1
"1618",47.37,10.618056,"erigavo",1
"1619",47.8575,4.654444,"harardhere",1
"1620",42.7857583,2.808958,"qansaxdheere",1
"1621",29.1027149,-22.6824604,"alldays",1
"1622",27.3021879,-25.6093705,"bophutatswana",1
"1623",27.857517,-26.2838695,"chiawelo",1
"1626",28.226347,-25.8811884,"irene",1
"1627",30.127,-30.775,"izingolweni",1
"1628",32.086585,-28.6038255,"kwambonambi",1
"1629",28.1780919,-31.9549395,"kwazulu",1
"1630",28.106667,-25.788056,"laudium",1
"1632",31.412158,-29.1565066,"mandini",1
"1633",27.90645,-26.25169,"nancefield",1
"1634",27.9117185,-26.22235,"orlando",1
"1635",27.871389,-26.688611,"sharpeville",1
"1636",29.7688889,-23.0083333,"soutpansberg",1
"1637",30.4464797,-22.9761353,"thohoyandouvenda",1
"1638",28.366667,-26.35,"tsakane",1
"1639",14.508056,-22.956111,"walvisbay",1
"1640",27.4556388,-26.3213939,"westrand",1
"1641",-3.0744407,43.3174749,"gallarta",1
"1642",-2.9326625,43.4153991,"gorlizelexalde",1
"1643",-2.7792444,43.1643497,"igorre",1
"1644",-2.5439819,43.3618594,"ispaster",1
"1645",-2.8162719,42.974325,"marquina",1
"1646",-7.863881,42.3357893,"orense",1
"1647",-1.6123283,42.8314377,"villava",1
"1648",81.2119488,8.5939066,"anbuvalipuram",1
"1649",79.8562826,6.886473,"bambalapitiya",1
"1650",80.0003875,6.4345732,"debathgama",1
"1652",80.6132646,5.9376403,"gandara",1
"1653",81.5541579,7.9226008,"kalkudah",1
"1654",80.0479039,9.8052712,"kankesanturai",1
"1655",79.9080757,9.6525626,"kayts",1
"1656",79.8972461,6.9803093,"kelanitissa",1
"1657",81.2554783,6.2904994,"mahindapura",1
"1658",81.7540902,7.4826649,"mandur",1
"1659",80.3547286,8.0527154,"migalawa",1
"1660",80.6493396,9.053435,"nedunkerni",1
"1661",80.1653996,9.8042724,"nelliyadi",1
"1662",81.1885293,8.6927331,"nilaveli",1
"1663",80.1471949,9.678385,"nunavil",1
"1664",80.4799273,8.7355062,"pandarikulam",1
"1665",80.2377078,6.3419553,"pitigala",1
"1666",80.9826718,8.9445522,"pulmoddai",1
"1667",80.0680751,9.7487684,"puttur",1
"1668",81.002363,6.3193642,"suriyawewa",1
"1669",80.0339312,9.7910875,"tellippalai",1
"1670",80.4827074,8.7872932,"thandikulam",1
"1671",81.8524882,7.1153122,"thirukkovil",1
"1672",80.0284725,9.6879258,"thirunelveli",1
"1674",80.8986111,6.4738889,"udawalawe",1
"1675",81.2195241,8.6015618,"uppuveli",1
"1676",80.3,9.7,"vadamarachchi",1
"1677",81.434079,8.1369099,"vakarai",1
"1678",81.5331995,7.9082772,"valachenai",1
"1679",79.9346603,8.8940985,"vankalai",1
"1680",80.6937177,6.1508888,"walasmulla",1
"1681",80.0869282,6.6763331,"walpita",1
"1682",22.45,13.45,"elgeneina",1
"1683",36.546667,33.844167,"maaloula",1
"1684",36.576389,34.511944,"qusayr",1
"1685",36.786667,35.996944,"taftanaz",1
"1687",68.0191948,36.9382678,"kofarnikhon",1
"1688",102.1867379,16.7911823,"johirong",1
"1689",101.0515364,6.4443297,"kabang",1
"1690",100.583889,13.708056,"khlongtoey",1
"1691",101.7637775,6.4936584,"khokkhian",1
"1692",101.8128252,6.3736079,"lamphu",1
"1693",98.8583309,17.7760319,"maelaen",1
"1694",101.2410442,6.6736281,"maelan",1
"1695",98.5746649,16.7124054,"maesut",1
"1696",100.8451467,6.5038266,"sabayoi",1
"1697",101.305833,6.547778,"satengnok",1
"1698",101.7409946,6.306051,"tanyongmat",1
"1699",100.941144,6.8332123,"thepa",1
"1700",101.178725,6.8277284,"tuyong",1
"1702",8.433333,36.45,"ghardimaou",1
"1703",30.495691,39.766446,"aydinlikevler",1
"1704",40.1750879,38.468384,"bukardi",1
"1705",44.085079,37.3739009,"daglica",1
"1706",35.8601632,41.3976912,"dereler",1
"1707",32.8712951,39.978667,"keciorem",1
"1708",40.7244774,37.3211634,"mardinprov",1
"1709",32.2460318,2.2436968,"karumafalls",1
"1711",-7.04621,54.59495,"carrickmore",1
"1712",-6.6659185,54.2940148,"countyarmagh",1
"1713",-8.09033,54.41618,"garrison",1
"1714",-6.8073192,54.2558506,"glassdrummond",1
"1715",-6.36973,54.09059,"jonesborough",1
"1716",-0.234618,51.366835,"killeter",1
"1717",-7.53324,54.3182,"lisbellaw",1
"1718",-2.518727,53.496115,"meigh",1
"1719",-1.696713,53.680122,"milfield",1
"1720",-6.48243,54.95686,"rasharkin",1
"1721",-6.48616,54.22129,"whitecross",1
"1723",-70.729167,7.246667,"guasdilito",1
"1726",31.3709738,31.0528017,"deiralbalah",1
"1737",46.15147,14.4277,"alhawtah",1
"1743",11.3707623,43.4861003,"radda",1
"1744",45.699722,13.355833,"shoqra",1
