"","CityGTD","DistKM","fake","long","lat.x","name","X","lon","lat.y"
"207","umbumbulu",19.9929206129318,1,30.63646,-29.81292,"durban",761,30.702,-29.984
"179","sanjosedesecce",20.3282017264106,1,-74.25,-12.95,"huanta",1036,-74.2524129,-12.7662646
"159","parwanipur",21.058744189177,1,85.92,27.22,"kamalamai",1434,85.741667,27.116667
"87","janikhel",21.1270965744802,1,70.33917,32.67087,"gulishahkach",1139,70.506389,32.798611
"177","salbani",21.2109352564102,1,87.333333,22.833333,"amlagora",917,87.3190065,22.642257
"175","ruso",21.4511244292498,1,101.65,6.51,"bacho",1094,101.5020752,6.3845762
"19","bak",21.4622076006418,1,70.35,33.54,"alizai",272,70.1217652,33.509963
"90","johirong",21.6658783742857,1,102.27607,16.96705,"sibunrueang",1688,102.1867379,16.7911823
"118","lowerdir",22.8805557092006,1,72.07295,34.99798,"kakadwaridirupper",1501,71.9045649,34.8453312
"106","lagateada",23.5854963317787,1,-84.99,12.05,"villasandino",977,-84.779722,11.998889
"126","marja",23.5995745955161,1,64.35,31.59,"laskargah",504,64.116667,31.516667
"93","kalaya",23.7627640272467,1,71.05,33.54,"hangu",574,70.96598,33.7423875
"73","giciye",24.0288212900044,1,29.63,-1.5,"ruhengeri",1610,29.5586174,-1.705091
"20","bandhugaon",24.8865007566574,1,83.43,18.78,"parvatipuram",907,83.2572913,18.9333383
"147","nijrab",24.9088782067486,1,69.63,34.85,"tagab",802,69.8359154,34.9971359
"49","dawlatshah",26.1134130276235,1,70.38,34.94,"nuristan",790,70.0979491,34.9785593
"156","pallca",26.655399851309,1,-71.45952,-15.76803,"huarancante",1552,-71.570556,-15.983611
"214","wanela",26.8289103076672,1,81.22,8.58,"trincomalee",1089,81.079605,8.3817383
"216","welikanda",27.5044146329247,1,81,7.9333333,"polonnaruwa",480,81.2491298,7.9459654
"100","khaskunar",27.5859834328511,1,71.15,34.87,"asadabad",1144,71.0260046,34.6433682
"13","amarkot",28.1417089853067,1,83.083333,21.6,"sarangarh",903,83.354895,21.5902451
"176","safra",28.3004831306719,1,45.53,36.15,"sardasht",1383,45.337084,35.948733
"152","pabbo",28.4001127034541,1,32.28,2.78,"gulu",775,32.1434212,2.9970416
"173","rann",28.709685686872,1,14.22,12.37,"gamboru",719,14.4635958,12.2700809
"91","kabang",28.8490719460077,1,101.29,6.55,"yala",1689,101.0515364,6.4443297
"138","mudiyah",28.8585419756323,1,45.83488,13.83783,"jawfalmaqbabah",228,46.083333,13.933333
"6","aija",29.0708174143038,1,-77.53,-9.53,"huaraz",1014,-77.6092188,-9.780803
"192","serunuwara",29.5736373227631,1,81.22,8.58,"trincomalee",770,81.3007405,8.3249734
"103","korangal",30.7471322578223,1,70.38,34.94,"nuristan",1146,70.0575,35.0197222
"50","daymirdad",31.6304664100399,1,68.26,34.5,"gardandiwal",1132,68.2951738,34.2163541
"119","lubero",31.826692567878,1,29.28,0.13,"butembo",1253,29.24,-0.155
"202","tigbauanbanatuanmisamisandbuenas",32.7572505693504,1,121.484616,12.963906,"tambong",748,121.774017,12.879721
"131","mayurbhanj",32.7974483734995,1,86.73,21.95,"baripada",438,86.4187308,22.0086978
