"","name","country.etc","pop","lat","long","capital","Region"
"29926","monjas","guatemala",10492,14.5,-89.87,"0",NA
"39615","aulla","italy",10492,44.2,9.966667,NA,"16"
"88220","melvindale","unitedstates",10492,42.2825,-83.1752778,NA,"MI"
"74597","surany","slovakrepublic",10491,48.09,18.19,"0",NA
"39570","aragona","italy",10490,37.4,13.616667,NA,"15"
"15466","tresrios","costarica",10489,9.9,-83.99,"0",NA
"48367","chichihualco","mexico",10489,17.68,-99.65,"0",NA
"13684","laapartada","colombia",10488,8.1,-75.38,"0",NA
"65026","deleni","romania",10487,47.47,26.88,"0",NA
"86991","foxlake","unitedstates",10486,42.3966667,-88.1836111,NA,"IL"
"27203","zwiesel","germany",10484,49.016667,13.233333,NA,"2"
"16116","calabazardesagua","cuba",10483,22.65,-79.9,"0",NA
"7343","pianco","brazil",10482,-7.2,-37.95,NA,"17"
"30382","dubreka","guinea",10482,9.8,-13.52,"0",NA
"3106","cerven'","belarus",10481,53.71,28.44,"0",NA
"16163","esperanza","cuba",10481,22.45,-80.09,"0",NA
"36942","siolim","india",10481,15.616667,73.766667,NA,"33"
"58248","cagsiay","philippines",10481,14.22,121.75,"0",NA
"35827","marandahalli","india",10480,12.4,78,NA,"25"
"71497","shchuchye","russianfederation",10480,55.2075,62.748056,NA,"40"
"90249","waupun","unitedstates",10480,43.6333333,-88.7294444,NA,"WI"
"70151","mikhaylovskoye","russianfederation",10479,43.099716,44.631637,NA,"68"
"70710","onokhoy","russianfederation",10478,51.932,108.0747,NA,"11"
"71783","staronizhestebliyevskaya","russianfederation",10478,45.383146,38.443037,NA,"38"
"86566","doctorphillips","unitedstates",10478,28.4491667,-81.4925,NA,"FL"
"15007","ouani","comoros",10476,-12.13,44.43,"0",NA
"21907","pedersorenkunta","finland",10476,63.65,22.68,"0",NA
"3159","mikasevicy","belarus",10475,52.22,27.46,"0",NA
"3195","stolin","belarus",10475,51.9,26.85,"0",NA
"6921","maribondo","brazil",10475,-9.583333,-36.233333,NA,"2"
"4178","waasmunster","belgium",10472,51.1,4.08,"0",NA
"9162","amos","canada",10472,48.57,-78.14,"0",NA
"9194","baie-comeau","canada",10472,49.22,-68.16,"0",NA
"25420","friedland","germany",10472,51.416667,9.933333,NA,"6"
"44943","bauska","latvia",10472,56.41,24.18,"0",NA
"8153","turiacu","brazil",10471,-1.683333,-45.35,NA,"13"
"22117","aire-sur-la-lys","france",10470,50.64,2.39,"0",NA
"66861","seini","romania",10470,47.76,23.28,"0",NA
"7277","pastosbons","brazil",10469,-6.6,-44.083333,NA,"13"
"7627","rosariooeste","brazil",10469,-14.833333,-56.416667,NA,"14"
"23563","saint-esteve","france",10468,42.7,2.85,"0",NA
"84455","ilfracombe","unitedkingdom",10468,51.21,-4.13,"0",NA
"23841","varennes-vauzelles","france",10466,46.99,3.14,"0",NA
"26561","riedlingen","germany",10466,48.15,9.466667,NA,"1"
"50264","trancoso","mexico",10466,22.73,-102.37,"0",NA
"23448","quetigny","france",10464,47.31,5.11,"0",NA
"61457","siquijor","philippines",10464,9.22,123.51,"0",NA
"30140","sanluisjilotepeque","guatemala",10463,14.65,-89.73,"0",NA
"44561","kwaksan","koreademrep",10462,39.68,125.08,"0",NA
"75413","thabazimbi","southafrica",10462,-24.59,27.4,"0",NA
"44803","al-wafrah","kuwait",10461,28.62,47.93,"0",NA
"69981","lyubinskiy","russianfederation",10461,55.15421,72.692472,NA,"54"
"26187","moglingen","germany",10460,48.883333,9.133333,NA,"1"
"62136","dobremiasto","poland",10460,53.99,20.39,"0",NA
"75889","consuegra","spain",10459,39.46,-3.61,"0",NA
"25026","bogen","germany",10458,48.916667,12.683333,NA,"2"
"25933","kummersbruck","germany",10458,49.419167,11.888333,NA,"2"
"44908","phonhong","laopdr",10457,18.48,102.42,"0",NA
"90121","vanwert","unitedstates",10457,40.8694444,-84.5841667,NA,"OH"
"87101","girard","unitedstates",10456,41.1538889,-80.7016667,NA,"OH"
"44998","ludza","latvia",10455,56.55,27.73,"0",NA
"86217","chubbuck","unitedstates",10455,42.9208333,-112.4652778,NA,"ID"
"81120","kinik","turkey",10454,39.09,27.38,"0",NA
"3135","kascjukovka","belarus",10452,52.54,30.93,"0",NA
"3176","pjetrykav","belarus",10452,52.13,28.49,"0",NA
"48065","anenecuilco","mexico",10452,18.77,-98.98,"0",NA
"40334","guardiagrele","italy",10451,42.183333,14.216667,NA,"1"
"86385","corning","unitedstates",10451,42.1427778,-77.055,NA,"NY"
"36039","nandgaon","india",10450,27.716667,77.383333,NA,"36"
"41456","troina","italy",10450,37.783333,14.6,NA,"15"
"68250","bredy","russianfederation",10450,52.415278,60.341111,NA,"13"
"37358","vikravandi","india",10449,12.033333,79.55,NA,"25"
"35899","mohgaon","india",10447,21.65,78.716667,NA,"35"
"83028","sartana","ukraine",10447,47.18,37.7,"0",NA
"6594","itapui","brazil",10445,-22.233333,-48.683333,NA,"27"
"52832","etinan","nigeria",10445,4.84,7.85,"0",NA
"24999","birkenfeld","germany",10444,48.866667,8.633333,NA,"1"
"25692","herxheim","germany",10443,49.509167,8.179167,NA,"8"
"82913","pomichna","ukraine",10443,48.24,31.42,"0",NA
"4838","ljubuski","bosniaandherzegovina",10442,43.2,17.55,"0",NA
"8005","sume","brazil",10441,-7.65,-36.916667,NA,"17"
"52679","aliade","nigeria",10440,7.3,8.48,"0",NA
"87015","fredonia","unitedstates",10440,42.44,-79.3319444,NA,"NY"
"89035","pleasantgrove","unitedstates",10440,33.4908333,-86.9702778,NA,"AL"
"6966","miguelalves","brazil",10439,-4.166667,-42.9,NA,"20"
"7514","queimadas","brazil",10439,-10.966667,-39.633333,NA,"5"
"7607","riopiracicaba","brazil",10439,-19.916667,-43.183333,NA,"15"
"30330","zunil","guatemala",10435,14.78,-91.48,"0",NA
"47447","naxxar","malta",10434,35.92,14.45,"0",NA
"84482","isleofwalney","unitedkingdom",10434,54.08,-3.23,"0",NA
"53277","wawa","nigeria",10432,9.9,4.42,"0",NA
"76655","talayuela","spain",10432,39.98,-5.6,"0",NA
"33857","banposh","india",10431,22.25,84.8,NA,"21"
"50604","basarabeasca","moldova",10431,46.34,28.97,"0",NA
"83138","sovyets'kyy","ukraine",10431,45.33,34.93,"0",NA
"6176","elesbaoveloso","brazil",10430,-6.216667,-42.133333,NA,"20"
"67839","arkhara","russianfederation",10430,49.4212,130.0842,NA,"5"
"68425","chulman","russianfederation",10430,56.8479,124.9104,NA,"63"
"63611","selho","portugal",10429,41.42,-8.34,"0",NA
"78183","prilly","switzerland",10429,46.54,6.59,"0",NA
"4173","vosselaar","belgium",10428,51.32,4.88,"0",NA
"78138","oftringen","switzerland",10428,47.32,7.91,"0",NA
"68058","belyyeberega","russianfederation",10425,53.20851,34.664047,NA,"10"
"51916","we","newcaledonia",10424,-20.91,167.24,"0",NA
"74720","izola","slovenia",10424,45.54,13.66,"0",NA
"33493","adalaj","india",10423,23.166667,72.583333,NA,"9"
"77038","gulli","sudan",10423,13.42,32.52,"0",NA
"89222","republic","unitedstates",10423,37.12,-93.48,NA,"MO"
"61797","tinambac","philippines",10422,13.82,123.33,"0",NA
"81183","lapseki","turkey",10421,40.34,26.69,"0",NA
"33983","beniganj","india",10419,27.283333,80.45,NA,"36"
"84017","coleford","unitedkingdom",10419,51.79,-2.62,"0",NA
"14591","suan","colombia",10418,10.34,-74.88,"0",NA
"59463","ligao","philippines",10418,13.24,123.53,"0",NA
"76092","l'alcora","spain",10418,40.07,-0.2,"0",NA
"39347","nahef","israel",10417,32.94,35.33,"0",NA
"34675","gariaband","india",10416,20.635,82.061389,NA,"37"
"36637","revadanda","india",10415,18.550278,72.927778,NA,"16"
"90718","charlotteamalie","virginislandsus",10415,18.35,-64.94,"1",NA
"26222","mulheim-karlich","germany",10414,50.383333,7.5,NA,"8"
"79271","makungu","tanzania",10414,-8.73,35.28,"0",NA
"44028","lugovoy","kazakhstan",10413,42.95,72.76,"0",NA
"77003","al-kawah","sudan",10413,13.76,32.51,"0",NA
"22151","andernos-les-bains","france",10411,44.73,-1.1,"0",NA
"55753","tammun","westbankandgaza",10411,32.28,35.38,"0",NA
"19116","villagonzalez","dominicanrepublic",10410,19.53,-70.78,"0",NA
"29792","cubulco","guatemala",10410,15.13,-90.58,"0",NA
"30069","sancristobalcucho","guatemala",10410,14.9,-91.78,"0",NA
"48640","elarenal","mexico",10410,20.78,-103.7,"0",NA
"23485","roche-la-moliere","france",10409,45.44,4.32,"0",NA
"3308","berlaar","belgium",10408,51.12,4.65,"0",NA
"75388","springbok","southafrica",10408,-29.67,17.88,"0",NA
"22417","carmaux","france",10407,44.05,2.16,"0",NA
"37161","tindwari","india",10407,25.616667,80.533333,NA,"36"
"24998","birkenau","germany",10406,49.5625,8.706944,NA,"5"
"2169","gotzis","austria",10404,47.33,9.63,"0",NA
"83641","annfieldplain","unitedkingdom",10404,54.85,-1.73,"0",NA
"72509","volchansk","russianfederation",10403,59.9378,60.081,NA,"71"
"82779","oktyabrs'ke","ukraine",10403,45.36,36.36,"0",NA
"41273","sestocalende","italy",10402,45.733333,8.633333,NA,"9"
"83978","chigwell","unitedkingdom",10402,51.62,0.08,"0",NA
"75657","azkoitia","spain",10401,43.19,-2.31,"0",NA
"75947","elgoibar","spain",10401,43.22,-2.42,"0",NA
"9165","angus-borden","canada",10399,44.32,-79.88,"0",NA
"51371","doorn","netherlands",10399,52.04,5.34,"0",NA
"82790","olevs'k","ukraine",10396,51.22,27.65,"0",NA
"23531","saint-andre-lez-lille","france",10395,50.67,3.05,"0",NA
"36006","nagireddipalle","india",10394,14.266667,79.1,NA,"2"
"39715","boscotrecase","italy",10393,40.766667,14.466667,NA,"4"
"49792","santaana","mexico",10393,30.53,-111.13,"0",NA
"55608","baytfurik","westbankandgaza",10393,32.18,35.33,"0",NA
"61961","victoria","philippines",10393,13.18,121.28,"0",NA
"64502","bumbesti-jiu","romania",10392,45.17,23.4,"0",NA
"40714","nizzamonferrato","italy",10391,44.766667,8.35,NA,"12"
"82565","lyuboml'","ukraine",10391,51.23,24.03,"0",NA
"89407","saintjohn","unitedstates",10391,41.45,-87.47,NA,"IN"
"67574","vladimirescu","romania",10390,46.15,21.4,"0",NA
"7532","realeza","brazil",10389,-25.783333,-53.516667,NA,"18"
"55542","'attil","westbankandgaza",10389,32.37,35.07,"0",NA
"68004","bazarnyykarabulak","russianfederation",10389,52.268333,46.414444,NA,"67"
"88623","northbranch","unitedstates",10389,45.5113889,-92.98,NA,"MN"
"2238","koflach","austria",10388,47.06,15.07,"0",NA
"31185","marcala","honduras",10388,14.15,-88.04,"0",NA
"46408","dolnabanjica","macedoniafyr",10386,41.8,20.9,"0",NA
"90379","westwego","unitedstates",10386,29.9058333,-90.1422222,NA,"LA"
"7133","novocruzeiro","brazil",10385,-17.483333,-41.883333,NA,"15"
"43960","karacal","kazakhstan",10385,48.02,70.8,"0",NA
"76782","vilanovadearousa","spain",10385,42.57,-8.82,"0",NA
"39693","bitritto","italy",10384,41.05,16.833333,NA,"13"
"43741","mahas","jordan",10384,31.98,35.77,"0",NA
"6723","joaoneiva","brazil",10383,-19.75,-40.4,NA,"8"
"52426","diriomo","nicaragua",10382,11.87,-86.05,"0",NA
"61955","vallehermoso","philippines",10382,10.33,123.33,"0",NA
"63933","agnita","romania",10382,45.97,24.61,"0",NA
"87457","hope","unitedstates",10382,33.6669444,-93.5913889,NA,"AR"
"49720","sanjosedelcastillo","mexico",10380,20.53,-103.23,"0",NA
"86637","eastgrandrapids","unitedstates",10380,42.9411111,-85.61,NA,"MI"
"62752","trzebiatow","poland",10379,54.07,15.26,"0",NA
"8250","vicencia","brazil",10378,-7.666667,-35.333333,NA,"30"
"3652","hoeilaart","belgium",10377,50.77,4.47,"0",NA
"40439","lizzano","italy",10376,40.383333,17.45,NA,"13"
"75820","carreno","spain",10376,43.32,-4.87,"0",NA
"68968","kaa-khem","russianfederation",10375,51.683333,94.733333,NA,"79"
"76931","monaragala","srilanka",10373,6.87,81.35,"0",NA
"64555","calinesti","romania",10372,44.82,25.05,"0",NA
"71044","pravdinskiy","russianfederation",10372,56.066667,37.85,NA,"47"
"18984","lamata","dominicanrepublic",10371,19.15,-70.65,"0",NA
"27034","weeze","germany",10371,51.633333,6.2,NA,"7"
"40129","cuorgne","italy",10371,45.383333,7.65,NA,"12"
"43628","al-hasa","jordan",10371,30.82,35.98,"0",NA
"77179","bigbend","swaziland",10371,-26.81,31.94,"0",NA
"7510","quata","brazil",10370,-22.266667,-50.7,NA,"27"
"34960","isagarh","india",10370,24.833333,77.883333,NA,"35"
"50474","zacatepec","mexico",10370,19.27,-97.53,"0",NA
"22639","dourdan","france",10369,48.54,2.01,"0",NA
"40465","luratecaccivio","italy",10369,45.766667,9.016667,NA,"9"
"66237","otopeni","romania",10369,44.55,26.07,"0",NA
"79069","igurubi","tanzania",10369,-4,33.7,"0",NA
"90248","waunakee","unitedstates",10366,43.1919444,-89.4555556,NA,"WI"
"30324","zacualpa","guatemala",10365,15.08,-90.83,"0",NA
"87634","kapaa","unitedstates",10365,22.0783333,-159.3219444,NA,"HI"
"33581","amanpur","india",10363,27.716667,78.75,NA,"36"
"45036","sigulda","latvia",10363,57.16,24.86,"0",NA
"63332","meadela","portugal",10363,41.7,-8.79,"0",NA
"87235","groton","unitedstates",10363,41.35,-72.0788889,NA,"CT"
"33968","belaguntha","india",10361,19.883333,84.65,NA,"21"
"71394","serafimovskiy","russianfederation",10360,54.424079,53.796396,NA,"8"
"71928","taksimo","russianfederation",10359,56.344444,114.879444,NA,"11"
"60119","montevista","philippines",10358,7.69,125.99,"0",NA
"84980","ross-on-wye","unitedkingdom",10358,51.92,-2.57,"0",NA
"19360","yantzaza","ecuador",10357,-3.85,-78.75,"0",NA
"88129","manville","unitedstates",10357,40.5408333,-74.5880556,NA,"NJ"
"52844","gabarin","nigeria",10356,11.15,10.45,"0",NA
"90321","westhaverstraw","unitedstates",10356,41.2094444,-73.9858333,NA,"NY"
"49038","laceiba","mexico",10355,20.77,-97.77,"0",NA
"9149","alliston","canada",10353,44.15,-79.87,"0",NA
"70059","maryanskaya","russianfederation",10353,45.103419,38.639991,NA,"38"
"71457","shakhovskaya","russianfederation",10353,56.031468,35.506965,NA,"47"
"51304","borculo","netherlands",10352,52.12,6.51,"0",NA
"57259","vistaalegre","peru",10352,-14.05,-75.72,"0",NA
"35573","kushalgarh","india",10350,23.166667,74.45,NA,"24"
"48277","canatlan","mexico",10350,24.52,-104.78,"0",NA
"3354","borsbeek","belgium",10349,51.2,4.48,"0",NA
"63855","musay'id","qatar",10349,24.98,51.55,"0",NA
"25190","diedorf","germany",10348,48.35,10.766667,NA,"2"
"50138","tixkokob","mexico",10347,21,-89.4,"0",NA
"85061","shildon","unitedkingdom",10347,54.63,-1.65,"0",NA
"8074","terrarica","brazil",10346,-22.716667,-52.633333,NA,"18"
"14695","tocaima","colombia",10346,4.47,-74.64,"0",NA
"18993","lasmatasdesantacruz","dominicanrepublic",10346,19.67,-71.5,"0",NA
"78132","oberwil","switzerland",10344,47.52,7.55,"0",NA
"87388","hidalgo","unitedstates",10343,26.1,-98.2627778,NA,"TX"
"2711","saray","azerbaijan",10342,40.53,49.72,"0",NA
"40381","lana","italy",10341,46.616667,11.15,NA,"17"
"40997","recco","italy",10341,44.366667,9.15,NA,"8"
"83990","cinderford","unitedkingdom",10341,51.82,-2.48,"0",NA
"6205","espumoso","brazil",10340,-28.733333,-52.85,NA,"23"
"86863","fallschurch","unitedstates",10340,38.8822222,-77.1713889,NA,"VA"
"69621","krasnozerskoye","russianfederation",10339,53.982774,79.237352,NA,"53"
"40467","luzzi","italy",10338,39.45,16.283333,NA,"3"
"91605","shamva","zimbabwe",10338,-17.32,31.57,"0",NA
"1828","katherine","australia",10337,-14.47,132.26,"0",NA
"8049","taruma","brazil",10337,-22.75,-50.566667,NA,"27"
"36176","nyamati","india",10337,14.15,75.583333,NA,"19"
"12962","arauquita","colombia",10336,7.02,-71.44,"0",NA
"25892","kolkwitz","germany",10336,51.75,14.25,NA,"11"
"24643","lentekhi","georgia",10335,42.79,42.73,"0",NA
"39146","skerries","ireland",10333,53.58,-6.11,"0",NA
"75995","fuentepalmera","spain",10332,37.71,-5.11,"0",NA
"29731","casillas","guatemala",10331,14.42,-90.24,"0",NA
"36154","niwari","india",10331,28.883333,77.533333,NA,"36"
"80266","al-matwiyah","tunisia",10331,33.97,10,"0",NA
"6605","itarema","brazil",10330,-2.9,-39.966667,NA,"6"
"72357","vakhrushi","russianfederation",10330,58.67,50.070556,NA,"33"
"23950","voreppe","france",10329,45.3,5.63,"0",NA
"17003","hlinsko","czechrepublic",10328,49.77,15.9,"0",NA
"49159","majimachi","mexico",10328,30.41,-107.32,"0",NA
"62043","biskupiec","poland",10328,53.87,20.95,"0",NA
"57456","anuling","philippines",10326,6.04,121.01,"0",NA
"72799","zadonsk","russianfederation",10326,52.3904,38.9261,NA,"43"
"3483","durbuy","belgium",10325,50.35,5.47,"0",NA
"40355","indunoolona","italy",10325,45.85,8.833333,NA,"9"
"76789","villacanas","spain",10325,39.63,-3.33,"0",NA
"33255","ullo","hungary",10324,47.38,19.35,"0",NA
"35958","muragachha","india",10324,23.533333,88.4,NA,"28"
"81244","narman","turkey",10324,40.35,41.87,"0",NA
"21340","sire","ethiopia",10323,8.32,39.48,"0",NA
"24876","badnenndorf","germany",10323,52.333333,9.366667,NA,"6"
"14737","turbana","colombia",10322,10.28,-75.44,"0",NA
"91534","chivhu","zimbabwe",10320,-19.02,30.9,"0",NA
"27168","wunsiedel","germany",10319,50.033333,12.016667,NA,"2"
"67408","valeacalugareasca","romania",10319,44.97,26.15,"0",NA
"83855","brierfield","unitedkingdom",10319,53.82,-2.23,"0",NA
"67789","anadyr","russianfederation",10318,64.75,177.483333,NA,"15"
"44868","kemin","kyrgyzrepublic",10317,42.8,75.68,"0",NA
"57571","baganga","philippines",10317,7.57,126.56,"0",NA
"77249","fagersta","sweden",10316,60,15.81,"0",NA
"77447","affoltern","switzerland",10316,47.29,8.44,"0",NA
"70716","ordynskoye","russianfederation",10314,54.3656,81.8994,NA,"53"
"75298","mooiriver","southafrica",10314,-29.22,29.99,"0",NA
"1819","innisfail","australia",10313,-17.53,146.03,"0",NA
"81343","savastepe","turkey",10313,39.38,27.65,"0",NA
"25723","hilter","germany",10312,52.15,8.15,NA,"6"
"43955","kantagi","kazakhstan",10312,43.53,68.58,"0",NA
"89869","summit","unitedstates",10312,41.7880556,-87.8102778,NA,"IL"
"41190","santamargheritaligure","italy",10310,44.333333,9.2,NA,"8"
"22689","eybens","france",10309,45.15,5.75,"0",NA
"49036","lacanada","mexico",10309,20.62,-100.32,"0",NA
"51570","mierlo","netherlands",10309,51.442222,5.619696,NA,"6"
"26728","schwieberdingen","germany",10308,48.883333,9.066667,NA,"1"
"88156","marlton","unitedstates",10307,39.8911111,-74.9222222,NA,"NJ"
"6001","chavantes","brazil",10306,-23.033333,-49.716667,NA,"27"
"7757","santoaugusto","brazil",10305,-27.85,-53.783333,NA,"23"
"22150","amneville","france",10305,49.26,6.14,"0",NA
"25906","korb","germany",10305,48.85,9.366667,NA,"1"
"28719","neonpsikhikon","greece",10305,38.01,23.79,"0",NA
"23834","valreas","france",10304,44.39,4.98,"0",NA
"48792","hecelchakan","mexico",10302,20.17,-90.13,"0",NA
"83223","tatarbunary","ukraine",10301,45.85,29.62,"0",NA
"35659","madhoganj","india",10300,27.116667,80.15,NA,"36"
"76481","reinosa","spain",10300,43,-4.14,"0",NA
"88097","magnolia","unitedstates",10300,33.2669444,-93.2391667,NA,"AR"
"60638","pototan","philippines",10299,10.94,122.64,"0",NA
"63061","caldasdevizela","portugal",10299,41.38,-8.31,"0",NA
"86031","campverde","unitedstates",10298,34.5636111,-111.8536111,NA,"AZ"
"50124","tierracolorada","mexico",10297,17.17,-99.58,"0",NA
"89857","suamico","unitedstates",10297,44.6319444,-88.0391667,NA,"WI"
"40001","cetraro","italy",10296,39.516667,15.933333,NA,"3"
"40534","matelica","italy",10294,43.25,13,NA,"10"
"51845","zevenhuizen-moerkapelle","netherlands",10293,52.02,4.58,"0",NA
"39647","barga","italy",10292,44.066667,10.483333,NA,"16"
"86182","cheney","unitedstates",10292,47.4875,-117.5747222,NA,"WA"
"74588","staratura","slovakrepublic",10291,48.79,17.7,"0",NA
"44617","supung","koreademrep",10290,40.44,124.94,"0",NA
"88248","merrydale","unitedstates",10290,30.5011111,-91.1083333,NA,"LA"
"7511","quatis","brazil",10289,-22.4099,-44.2594,NA,"21"
"14776","valledelguamuez","colombia",10289,0.45,-76.92,"0",NA
"55250","nowshera","pakistan",10289,32.14,75.18,"0",NA
"36439","pullampadi","india",10288,10.966667,78.916667,NA,"25"
"57038","otuzco","peru",10287,-7.9,-78.57,"0",NA
"9822","kitimat","canada",10286,54.01,-128.7,"0",NA
"14625","tado","colombia",10285,5.27,-76.57,"0",NA
"76568","santacruzdebezana","spain",10283,43.45,-3.9,"0",NA
"40039","cittanova","italy",10282,38.35,16.083333,NA,"3"
"44422","oyugis","kenya",10282,-0.5,34.72,"0",NA
"66107","nasaud","romania",10282,47.3,24.41,"0",NA
"69383","kola","russianfederation",10282,68.880621,33.018422,NA,"49"
"70448","nolinsk","russianfederation",10282,57.559619,49.936294,NA,"33"
"86127","celina","unitedstates",10282,40.5488889,-84.5702778,NA,"OH"
"3889","montigny-le-tilleul","belgium",10281,50.38,4.37,"0",NA
"22884","jarville-la-malgrange","france",10280,48.68,6.22,"0",NA
"84836","oakham","unitedkingdom",10280,52.67,-0.72,"0",NA
"26520","rehau","germany",10279,50.25,12.033333,NA,"2"
"67731","aleksandriyskaya","russianfederation",10279,44.227222,43.345278,NA,"70"
"87950","lincolnton","unitedstates",10279,35.4736111,-81.2547222,NA,"NC"
"10971","goundi","chad",10278,9.36,17.37,"0",NA
"68894","inzhavino","russianfederation",10278,52.318474,42.493688,NA,"72"
"89273","rivergrove","unitedstates",10278,41.9258333,-87.8358333,NA,"IL"
"282","rreshen","albania",10277,41.77,19.88,"0",NA
"87252","guthrie","unitedstates",10277,35.8788889,-97.425,NA,"OK"
"3715","kelmis","belgium",10276,50.71,6,"0",NA
"5925","carira","brazil",10276,-10.35,-37.7,NA,"28"
"22920","laferte-bernard","france",10276,48.18,0.65,"0",NA
"56586","paraguari","paraguay",10276,-25.62,-57.16,"0",NA
"22584","courrieres","france",10275,50.45,2.93,"0",NA
"24811","augustdorf","germany",10275,51.9,8.733333,NA,"7"
"87503","hurricane","unitedstates",10275,37.1752778,-113.2891667,NA,"UT"
"88199","maynard","unitedstates",10275,42.4333333,-71.45,NA,"MA"
"48139","atlazalpan","mexico",10274,19.22,-98.9,"0",NA
"89019","placerville","unitedstates",10274,38.7297222,-120.7975,NA,"CA"
"37330","vartej","india",10272,21.733333,72.066667,NA,"9"
"68581","dvubratskiy","russianfederation",10272,45.238879,39.804994,NA,"38"
"84433","horbury","unitedkingdom",10272,53.67,-1.55,"0",NA
"39643","barberinodimugello","italy",10271,44,11.25,NA,"16"
"44334","luanda","kenya",10271,0.3,34.05,"0",NA
"70534","novopodrezkovo","russianfederation",10271,55.939722,37.344167,NA,"47"
"5815","camocimdesaofelix","brazil",10270,-8.35,-35.766667,NA,"30"
"67877","assinovskaya","russianfederation",10270,43.241667,45.181944,NA,"CI"
"50113","tezoquipan","mexico",10269,19.22,-98.81,"0",NA
"90243","wauconda","unitedstates",10269,42.2588889,-88.1391667,NA,"IL"
"86680","eastrockaway","unitedstates",10268,40.6419444,-73.67,NA,"NY"
"87514","imperial","unitedstates",10268,32.8475,-115.5686111,NA,"CA"
"18420","hedensted","denmark",10267,55.77,9.7,"0",NA
"22637","douchy-les-mines","france",10267,50.3,3.38,"0",NA
"9049","mfou","cameroon",10266,3.97,11.93,"0",NA
"88471","nanticoke","unitedstates",10265,41.2052778,-76.0052778,NA,"PA"
"26469","prien","germany",10264,47.866667,12.333333,NA,"2"
"7253","paratinga","brazil",10262,-12.7,-43.166667,NA,"5"
"25978","laubach","germany",10262,50.55,8.983333,NA,"5"
"174","zendejan","afghanistan",10261,34.34,61.74,"0",NA
"40023","cingoli","italy",10261,43.366667,13.216667,NA,"10"
"12902","algarrobo","colombia",10260,10.18,-74.57,"0",NA
"82901","pohrebyshche","ukraine",10260,49.48,29.27,"0",NA
"44634","yongchon","koreademrep",10259,39.99,124.46,"0",NA
"66738","sangeorz-bai","romania",10259,47.37,24.68,"0",NA
"8192","uruana","brazil",10258,-15.5,-49.683333,NA,"29"
"49536","poanas","mexico",10258,25.77,-103.62,"0",NA
"86002","cadillac","unitedstates",10258,44.2519444,-85.4011111,NA,"MI"
"23594","saint-julien-en-genevois","france",10257,46.13,6.08,"0",NA
"58781","dulag","philippines",10257,10.95,125.03,"0",NA
"19595","ciudadarce","elsalvador",10255,13.86,-89.46,"0",NA
"7851","saojosedocampestre","brazil",10254,-6.3,-35.7,NA,"22"
"48934","jalacingo","mexico",10253,19.8,-97.3,"0",NA
"51110","dhulikhet","nepal",10253,27.62,85.55,"0",NA
"60488","pasil","philippines",10253,17.38,121.13,"0",NA
"44851","batken","kyrgyzrepublic",10252,40.07,70.83,"0",NA
"50436","xoxtla","mexico",10252,19.17,-98.32,"0",NA
"77951","lelocle","switzerland",10252,47.08,6.77,"0",NA
"87050","galenapark","unitedstates",10252,29.7333333,-95.23,NA,"TX"
"15284","danielflores","costarica",10251,9.34,-83.67,"0",NA
"34862","harrai","india",10251,22.616667,79.216667,NA,"35"
"70523","novonikolayevskiy","russianfederation",10251,50.9738,42.3649,NA,"84"
"36022","nalagarh","india",10250,31.05,76.716667,NA,"11"
"26657","schlitz","germany",10248,50.666667,9.566667,NA,"5"
"85200","tewkesbury","unitedkingdom",10248,52,-2.15,"0",NA
"55074","khadro","pakistan",10247,26.15,68.72,"0",NA
"67769","alleroy","russianfederation",10247,43.087056,46.304703,NA,"12"
"85373","ystradgynlais-ystalyfera","unitedkingdom",10247,51.75,-3.78,"0",NA
"44279","kangundo","kenya",10246,-1.3,37.34,"0",NA
"62938","almancil","portugal",10246,37.08,-8.02,"0",NA
"27049","weilimschonbuch","germany",10245,48.616667,9.066667,NA,"1"
"17909","studenka","czechrepublic",10244,49.74,18.08,"0",NA
"18494","jyllinge","denmark",10244,55.75,12.12,"0",NA
"33782","bahua","india",10244,25.85,80.633333,NA,"36"
"10870","birao","centralafricanrepublic",10243,10.28,22.79,"0",NA
"39868","casaluce","italy",10243,41,14.2,NA,"4"
"51514","landsmeer","netherlands",10243,52.47,4.94,"0",NA
"25535","gottmadingen","germany",10242,47.733333,8.783333,NA,"1"
"88403","morrobay","unitedstates",10242,35.3658333,-120.8488889,NA,"CA"
"57269","yunguyo","peru",10240,-17.17,-70.87,"0",NA
"6902","marapanim","brazil",10236,-0.7,-47.7,NA,"16"
"39779","cameri","italy",10236,45.5,8.65,NA,"12"
"46448","kratovo","macedoniafyr",10236,42.08,22.16,"0",NA
"48265","camargo","mexico",10236,26.27,-98.83,"0",NA
"57753","bantay","philippines",10236,17.58,120.39,"0",NA
"86941","forestacres","unitedstates",10236,34.0191667,-80.99,NA,"SC"
"22277","behren-les-forbach","france",10235,49.17,6.95,"0",NA
"32523","maglod","hungary",10235,47.45,19.37,"0",NA
"36070","narayangarh","india",10234,24.283333,75.05,NA,"35"
"90222","washougal","unitedstates",10234,45.5827778,-122.3522222,NA,"WA"
"62243","karczew","poland",10233,52.08,21.25,"0",NA
"22009","sotkamo","finland",10230,64.13,28.42,"0",NA
"38894","ballina","ireland",10230,54.12,-9.16,"0",NA
"82597","mar'yinka","ukraine",10230,47.93,37.54,"0",NA
"23101","lucon","france",10229,46.45,-1.17,"0",NA
